"Title","Place[Label]","Place[DBpedia abstract]","Place[DBpedia Page]","Place[Wikipedia Page]","Place[City]","Place[Town]","Place[County]","Place[State]","Place[Region]","Place[Country]","Place[Contained In County]","Place[Contained In State]","Place[Contained In Region]","Place[Contained In Country]","Place[Type of Place]","Place[Freebase Link]","Place[Yago Link]","Place[Geonames Link]","Place[Linkedgeodata Link]","Place[Rdfabout Link]","Place[Homepage]","Place[Latitude]","Place[Longitude]","Place[Coordinates]","Place[Location Source Information]","Free Text"
"Plattsfield, Pike Co., Ill","Pittsfield, IL 62363, USA",,"http://dbpedia.org/resource/Pittsfield,_Illinois","http://en.wikipedia.org/wiki/Pittsfield,_Illinois","Pittsfield",,"Pike","Illinois",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0sfp2","http://mpii.de/yago/resource/Pittsfield,_Illinois",,,,,,,"39.6078254, -90.8051289",,
"Pleasant, Appanoose, Iowa, United States","Pleasant, IA, USA",,,,,,"Appanoose","Iowa",,"United States",,,,,,,,,,,,,,"40.6182607, -92.9175955",,
"Pleasant Valley, NY","Pleasant Valley, NY 12569, USA",,,,"Pleasant Valley",,"Dutchess","New York",,"United States",,,,,,,,,,,,,,"41.7445382, -73.8212439",,
"Pleshy, Essex, England","Pleshey, Essex CM3, UK",,"http://dbpedia.org/resource/Pleshey","http://en.wikipedia.org/wiki/Pleshey","Pleshey",,"Essex","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/08bmvj","http://mpii.de/yago/resource/Pleshey",,"http://linkedgeodata.org/triplify/node/24810596#id",,,,,"51.804439, 0.411261",,
"Pleudihen, Bretagne, France","Pleudihen-sur-Rance, France",,"http://dbpedia.org/resource/Pleudihen-sur-Rance","http://en.wikipedia.org/wiki/Pleudihen-sur-Rance","Pleudihen-sur-Rance",,"Cotes-d'Armor","Bretagne",,"France",,,,,,"http://rdf.freebase.com/ns/m/02w3gxg",,,,,,,,"48.510875, -1.952353",,
"Plumstead, Bucks County, Pennsylvania","Plumstead, PA, USA",,,,,,"Bucks","Pennsylvania",,"United States",,,,,,,,,,,,,,"40.3840568, -75.1195107",,
"Plumstead, Bucks, Pennsylvania, United States","Plumstead, PA, USA",,,,,,"Bucks","Pennsylvania",,"United States",,,,,,,,,,,,,,"40.3840568, -75.1195107",,
"Plymouth, Devon","Plymouth, UK",,"http://dbpedia.org/resource/Plymouth","http://en.wikipedia.org/wiki/Plymouth","Plymouth",,"Plymouth","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/05vw7","http://mpii.de/yago/resource/Plymouth","http://sws.geonames.org/2640194/","http://linkedgeodata.org/triplify/node/17986274#id",,,,,"50.3719165, -4.1360198",,
"Plymouth, Devon Co., England","Plymouth Rd, Tavistock, Devon County PL19, UK",,,,"Tavistock",,"Devon County","England",,"United Kingdom",,,,,,,,,,,,,,"50.5486024, -4.1461003",,
"Plymouth, Devon, England","Plymouth, UK",,"http://dbpedia.org/resource/Plymouth","http://en.wikipedia.org/wiki/Plymouth","Plymouth",,"Plymouth","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/05vw7","http://mpii.de/yago/resource/Plymouth","http://sws.geonames.org/2640194/","http://linkedgeodata.org/triplify/node/17986274#id",,,,,"50.3719165, -4.1360198",,
"Plymouth, Devon, UK","Plymouth, UK",,"http://dbpedia.org/resource/Plymouth","http://en.wikipedia.org/wiki/Plymouth","Plymouth",,"Plymouth","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/05vw7","http://mpii.de/yago/resource/Plymouth","http://sws.geonames.org/2640194/","http://linkedgeodata.org/triplify/node/17986274#id",,,,,"50.3719165, -4.1360198",,
"Plymouth, Plymouth Co., Mass","Plymouth, MA, USA",,"http://dbpedia.org/resource/Plymouth,_Massachusetts","http://en.wikipedia.org/wiki/Plymouth,_Massachusetts","Plymouth",,"Plymouth","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/01m8dg","http://mpii.de/yago/resource/Plymouth,_Massachusetts",,,,,,,"41.9584457, -70.6672621",,
"Plymouth, Plymouth Co., Mass.","Plymouth, MA, USA",,"http://dbpedia.org/resource/Plymouth,_Massachusetts","http://en.wikipedia.org/wiki/Plymouth,_Massachusetts","Plymouth",,"Plymouth","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/01m8dg","http://mpii.de/yago/resource/Plymouth,_Massachusetts",,,,,,,"41.9584457, -70.6672621",,
"Plymouth, Plymouth Co., Massachusetts","Plymouth, MA, USA",,"http://dbpedia.org/resource/Plymouth,_Massachusetts","http://en.wikipedia.org/wiki/Plymouth,_Massachusetts","Plymouth",,"Plymouth","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/01m8dg","http://mpii.de/yago/resource/Plymouth,_Massachusetts",,,,,,,"41.9584457, -70.6672621",,
"Plymouth, Vermont","Plymouth, VT, USA",,"http://dbpedia.org/resource/Plymouth,_Vermont","http://en.wikipedia.org/wiki/Plymouth,_Vermont","Plymouth",,"Windsor","Vermont",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010kyn","http://mpii.de/yago/resource/Plymouth,_Vermont",,,,,,,"43.5354332, -72.7219581",,
"Plymouth, VT","Plymouth, VT, USA",,"http://dbpedia.org/resource/Plymouth,_Vermont","http://en.wikipedia.org/wiki/Plymouth,_Vermont","Plymouth",,"Windsor","Vermont",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010kyn","http://mpii.de/yago/resource/Plymouth,_Vermont",,,,,,,"43.5354332, -72.7219581",,
"Pneumonia","Pneumonia Rd, Lake Jasper WA 6260, Australia",,"http://dbpedia.org/resource/Lake_Jasper","http://en.wikipedia.org/wiki/Lake_Jasper","Lake Jasper",,,"Western Australia",,"Australia",,,,,,"http://rdf.freebase.com/ns/m/05t08kh","http://mpii.de/yago/resource/Lake_Jasper",,,,,,,"-34.3663519, 115.736893",,
"Pobomcoup, Cape Sable, Acadia, Nova Scotia, Canada","Nova Scotia, Canada",,,,,,,"Nova Scotia",,"Canada",,,,,,,,,,,,,,"44.6819866, -63.744311",,
"Pocahontas, Va","Pocahontas, VA, USA",,"http://dbpedia.org/resource/Pocahontas,_Virginia","http://en.wikipedia.org/wiki/Pocahontas,_Virginia","Pocahontas",,"Tazewell","Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010pcw","http://mpii.de/yago/resource/Pocahontas,_Virginia",,,,,,,"37.3037273, -81.3395459",,
"Pocahuntas, VA","Pocahontas, VA, USA",,"http://dbpedia.org/resource/Pocahontas,_Virginia","http://en.wikipedia.org/wiki/Pocahontas,_Virginia","Pocahontas",,"Tazewell","Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010pcw","http://mpii.de/yago/resource/Pocahontas,_Virginia",,,,,,,"37.3037273, -81.3395459",,
"Poca, Putnam, West Virginia, United States","Poca, WV, USA",,"http://dbpedia.org/resource/Poca,_West_Virginia","http://en.wikipedia.org/wiki/Poca,_West_Virginia","Poca",,"Putnam","West Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010yh6","http://mpii.de/yago/resource/Poca,_West_Virginia",,,,,,,"38.4723137, -81.8142977",,
"Pocatalico, Kanawha, West Virginia, United States","Kanawha River, West Virginia, USA",,,,,,,"West Virginia",,"United States",,,,,,,,,,,,,,"38.4802802, -81.6684889",,
"Pocatalico, Putnam, West Virginia, United States","Pocatalico, WV, USA",,,,,,"Putnam","West Virginia",,"United States",,,,,,,,,,,,,,"38.5124575, -81.8005724",,
"Pocatalico River, Putnam, Virginia, United States","River St, Poca, WV 25159, USA",,"http://dbpedia.org/resource/Poca,_West_Virginia","http://en.wikipedia.org/wiki/Poca,_West_Virginia","Poca",,"Putnam","West Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010yh6","http://mpii.de/yago/resource/Poca,_West_Virginia",,,,,,,"38.4795359, -81.8190549",,
"Pocatello, Idaho, United States","Pocatello, ID, USA",,"http://dbpedia.org/resource/Pocatello,_Idaho","http://en.wikipedia.org/wiki/Pocatello,_Idaho","Pocatello",,"Bannock","Idaho",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0s0tr","http://mpii.de/yago/resource/Pocatello,_Idaho",,,,,,,"42.8713032, -112.4455344",,
"Pocomoke City, Worcester, Maryland, United States","Pocomoke City, MD 21851, USA",,"http://dbpedia.org/resource/Pocomoke_City,_Maryland","http://en.wikipedia.org/wiki/Pocomoke_City,_Maryland","Pocomoke City",,"Worcester","Maryland",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0txvm","http://mpii.de/yago/resource/Pocomoke_City,_Maryland",,,,,,,"38.0756773, -75.5679805",,
"Pocomoke River, Somerset, Maryland, United States","Pocomoke River, 3, Brinkleys, MD, USA",,,,,,"Somerset","Maryland",,"United States",,,,,,,,,,,,,,"37.9652778, -75.6497222",,
"Pocomoke, Somerset, Maryland, United States","Pocomoke River, 3, Brinkleys, MD, USA",,,,,,"Somerset","Maryland",,"United States",,,,,,,,,,,,,,"37.9652778, -75.6497222",,
"Point Farm, Nr North Bend, Ohio","North Bend, OH, USA",,"http://dbpedia.org/resource/North_Bend,_Ohio","http://en.wikipedia.org/wiki/North_Bend,_Ohio","North Bend",,"Hamilton","Ohio",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0yx_j","http://mpii.de/yago/resource/North_Bend,_Ohio",,,,,,,"39.1525576, -84.7480038",,
"Point Pleasant, Clermont County, Ohio","Point Pleasant, OH 45157, USA",,,,"Point Pleasant",,"Clermont","Ohio",,"United States",,,,,,,,,,,,,,"38.895435, -84.231964",,
"Poinville,,,,","Poinville, France",,"http://dbpedia.org/resource/Poinville","http://en.wikipedia.org/wiki/Poinville","Poinville",,"Eure-et-Loir","Centre",,"France",,,,,,"http://rdf.freebase.com/ns/m/03nrm2v","http://mpii.de/yago/resource/Poinville",,,,,,,"48.177163, 1.90461",,
"Poissy,,,France","Poissy, France",,"http://dbpedia.org/resource/Poissy","http://en.wikipedia.org/wiki/Poissy","Poissy",,"Yvelines","Île-de-France",,"France",,,,,,"http://rdf.freebase.com/ns/m/02vrb2","http://mpii.de/yago/resource/Poissy","http://sws.geonames.org/2986501/",,,,,,"48.929584, 2.046982",,
"Police House, Offord Cluny, Hunts, UK",,,,,,,,,,,,,,,,,,,,,,,,,,"ZERO_RESULTS"
"Polk, Arkansas, United States","Polk, AR, USA",,,,,,"Polk","Arkansas",,"United States",,,,,,,,,,,,,,"34.5268097, -94.1513764",,
"Polk Co. Ark.","Polk, AR, USA",,,,,,"Polk","Arkansas",,"United States",,,,,,,,,,,,,,"34.5268097, -94.1513764",,
"Polk Co., Ark","Polk, AR, USA",,,,,,"Polk","Arkansas",,"United States",,,,,,,,,,,,,,"34.5268097, -94.1513764",,
"Polk, Polk, Missouri, United States","Polk, MO 65727, USA",,,,"Polk",,"Polk","Missouri",,"United States",,,,,,,,,,,,,,"37.7289389, -93.300278",,
"Pommern Germany","Pommern, Germany",,,,"Pommern",,,"Rheinland-Pfalz",,"Germany",,,,,,,,,,,,,,"50.1702272, 7.27264",,
"Pomquet, Antigonish County, Nova Scotia, Canada","Pomquet, NS, Canada",,,,"Pomquet",,"Antigonish County","Nova Scotia",,"Canada",,,,,,,,,,,,,,"45.626935, -61.84485",,
"Pond Fork, Boone, West Virginia, United States","Pond Fork, 2, WV 25208, USA",,,,,,"Boone","West Virginia",,"United States",,,,,,,,,,,,,,"37.8064175, -81.5977075",,
"Pondicherry, India","Puducherry, Pondicherry, India",,"http://dbpedia.org/resource/Puducherry","http://en.wikipedia.org/wiki/Puducherry","Puducherry",,"Pondicherry","Pondicherry",,"India",,,,,,"http://rdf.freebase.com/ns/m/0hvc8",,,"http://linkedgeodata.org/triplify/node/245600130#id",,,,,"11.9309645, 79.7851818",,
"Pont-a-Mousson,Lorraine","Pont-à-Mousson, France",,,,"Pont-à-Mousson",,"Meurthe-et-Moselle","Lorraine",,"France",,,,,,,,,,,,,,"48.90329, 6.054868",,
"Pontefract,Castle","Pontefract Castle, Castle Lodge, Castle Chain, Pontefract, West Yorkshire WF8 1QH, UK",,"http://dbpedia.org/resource/Pontefract","http://en.wikipedia.org/wiki/Pontefract","Pontefract",,"West Yorkshire",,,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/013t85","http://mpii.de/yago/resource/Pontefract","http://sws.geonames.org/2640132/","http://linkedgeodata.org/triplify/node/331203#id",,,,,"53.695066, -1.3044534",,
"Pontefract, Yorkshire, England","Pontefract, West Yorkshire, UK",,"http://dbpedia.org/resource/Pontefract","http://en.wikipedia.org/wiki/Pontefract","Pontefract",,"West Yorkshire","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/013t85","http://mpii.de/yago/resource/Pontefract","http://sws.geonames.org/2640132/","http://linkedgeodata.org/triplify/node/331203#id",,,,,"53.691688, -1.308648",,
"Pontotoc, Mississippi, United States","Pontotoc, MS 38863, USA",,"http://dbpedia.org/resource/Pontotoc,_Mississippi","http://en.wikipedia.org/wiki/Pontotoc,_Mississippi","Pontotoc",,"Pontotoc","Mississippi",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0wrdh","http://mpii.de/yago/resource/Pontotoc,_Mississippi",,,,,,,"34.2478831, -88.998673",,
"pontrhydyfen,Michaelstone Higher, Glamorgan","Pontrhydyfen, Neath Port Talbot SA12, UK",,,,"Pontrhydyfen",,"Neath Port Talbot","Wales",,"United Kingdom",,,,,,,,,,,,,,"51.633519, -3.743294",,
"Pontrhydyfen,Michaelstone Higher, Glamorgan","Pontrhydyfen, Neath Port Talbot SA12, UK",,,,"Pontrhydyfen",,"Neath Port Talbot","Wales",,"United Kingdom",,,,,,,,,,,,,,"51.633519, -3.743294",,
"Pont-St-Esprit, France","Pont-Saint-Esprit, France",,"http://dbpedia.org/resource/Pont-Saint-Esprit","http://en.wikipedia.org/wiki/Pont-Saint-Esprit","Pont-Saint-Esprit",,"Gard","Languedoc-Roussillon",,"France",,,,,,"http://rdf.freebase.com/ns/m/038l5t","http://mpii.de/yago/resource/Pont-Saint-Esprit","http://sws.geonames.org/2986109/",,,,,,"44.261034, 4.648079",,
"Pontypool, Monmouthshire, Wales","Pontypool NP4, UK",,,,,,,,,"United Kingdom",,,,,,,,,,,,,,"51.7073465, -3.0443511",,
"Ponty Pool, Wales",,,,,,,,,,,,,,,,,,,,,,,,,,"ZERO_RESULTS"
"Pontypridd","Pontypridd, Rhondda Cynon Taff, UK",,"http://dbpedia.org/resource/Pontypridd","http://en.wikipedia.org/wiki/Pontypridd","Pontypridd",,"Rhondda Cynon Taff","Wales",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/01fyvj","http://mpii.de/yago/resource/Pontypridd","http://sws.geonames.org/2640104/","http://linkedgeodata.org/triplify/node/27199788#id",,,,,"51.600774, -3.342314",,
"Pony, Mont.","Pony, Mt, USA",,,,"Pony",,"Madison","Montana",,"United States",,,,,,,,,,,,,,"45.6583507, -111.8933013",,
"Pope's Creek, Westmoreland Co., Virginia","Popes Creek, Washington, VA, USA",,,,,,"Westmoreland","Virginia",,"United States",,,,,,,,,,,,,,"38.1649103, -76.9363058",,
"Porf Of Spain,,,,","Esc. Prof. Salesiana, Paseo Sant Joan Bosco, 42, 08017 Barcelona, Spain",,"http://dbpedia.org/resource/Barcelona","http://en.wikipedia.org/wiki/Barcelona","Barcelona",,"Barcelona","Cataluña",,"Spain",,,,,,"http://rdf.freebase.com/ns/m/01f62","http://mpii.de/yago/resource/Barcelona","http://sws.geonames.org/3128760/","http://linkedgeodata.org/triplify/node/152364165#id",,,,,"41.3947606, 2.127119",,
"Portage, NY","Portage, NY, USA",,,,,,"Livingston","New York",,"United States",,,,,,,,,,,,,,"42.5625182, -77.9967043",,
"Port Chester,New York","Port Chester, NY, USA",,"http://dbpedia.org/resource/Port_Chester,_New_York","http://en.wikipedia.org/wiki/Port_Chester,_New_York","Port Chester",,"Westchester","New York",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0ycbp","http://mpii.de/yago/resource/Port_Chester,_New_York",,,,,,,"41.0017643, -73.6656834",,
"Port Conway, King George Co., Virginia","Port Conway, VA 22485, USA",,"http://dbpedia.org/resource/Port_Conway,_Virginia","http://en.wikipedia.org/wiki/Port_Conway,_Virginia","Port Conway",,"King George","Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0dl52g","http://mpii.de/yago/resource/Port_Conway,_Virginia",,,,,,,"38.179768, -77.186043",,
"Porterville, Cal.","Porterville, CA 93257, USA",,"http://dbpedia.org/resource/Porterville,_California","http://en.wikipedia.org/wiki/Porterville,_California","Porterville",,"Tulare","California",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0r7yf","http://mpii.de/yago/resource/Porterville,_California",,,,,,,"36.06523, -119.0167679",,
"Port Jefferson,New York","Port Jefferson, NY, USA",,"http://dbpedia.org/resource/Port_Jefferson,_New_York","http://en.wikipedia.org/wiki/Port_Jefferson,_New_York","Port Jefferson",,"Suffolk","New York",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0y948","http://mpii.de/yago/resource/Port_Jefferson,_New_York",,,,,,,"40.9464875, -73.0692732",,
"Portland, Cumberland, Maine","Portland, ME, USA",,"http://dbpedia.org/resource/Portland,_Maine","http://en.wikipedia.org/wiki/Portland,_Maine","Portland",,"Cumberland","Maine",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0c4kv","http://mpii.de/yago/resource/Portland,_Maine",,,,,,,"43.661471, -70.2553259",,
"Portland Hosp.,,England","Castletown, Portland Hospital (S-bound, Unmarked), Portland, Dorset DT5, UK",,,,,,"Dorset",,,"United Kingdom",,,,,,,,,,,,,,"50.56489, -2.44662",,
"Portland, Jay, Indiana, United States","Portland, IN 47371, USA",,"http://dbpedia.org/resource/Portland,_Indiana","http://en.wikipedia.org/wiki/Portland,_Indiana","Portland",,"Jay","Indiana",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0smnk","http://mpii.de/yago/resource/Portland,_Indiana",,,,,,,"40.4344895, -84.9777455",,
"Portland, Maine","Portland, ME, USA",,"http://dbpedia.org/resource/Portland,_Maine","http://en.wikipedia.org/wiki/Portland,_Maine","Portland",,"Cumberland","Maine",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0c4kv","http://mpii.de/yago/resource/Portland,_Maine",,,,,,,"43.661471, -70.2553259",,
"Portland, Multnomah, Oregon, United States","Portland, OR, USA",,"http://dbpedia.org/resource/Portland,_Oregon","http://en.wikipedia.org/wiki/Portland,_Oregon","Portland",,"Multnomah","Oregon",,"United States",,,,,,"http://rdf.freebase.com/ns/m/02frhbc","http://mpii.de/yago/resource/Portland,_Oregon",,,,,,,"45.5234515, -122.6762071",,
"Portland,Oregon","Portland, OR, USA",,"http://dbpedia.org/resource/Portland,_Oregon","http://en.wikipedia.org/wiki/Portland,_Oregon","Portland",,"Multnomah","Oregon",,"United States",,,,,,"http://rdf.freebase.com/ns/m/02frhbc","http://mpii.de/yago/resource/Portland,_Oregon",,,,,,,"45.5234515, -122.6762071",,
"Portland, Oregon","Portland, OR, USA",,"http://dbpedia.org/resource/Portland,_Oregon","http://en.wikipedia.org/wiki/Portland,_Oregon","Portland",,"Multnomah","Oregon",,"United States",,,,,,"http://rdf.freebase.com/ns/m/02frhbc","http://mpii.de/yago/resource/Portland,_Oregon",,,,,,,"45.5234515, -122.6762071",,
"Portland, Oregon, United States","Portland, OR, USA",,"http://dbpedia.org/resource/Portland,_Oregon","http://en.wikipedia.org/wiki/Portland,_Oregon","Portland",,"Multnomah","Oregon",,"United States",,,,,,"http://rdf.freebase.com/ns/m/02frhbc","http://mpii.de/yago/resource/Portland,_Oregon",,,,,,,"45.5234515, -122.6762071",,
"Portman Square,London,England","Portman Square, City of Westminster, UK",,"http://dbpedia.org/resource/London","http://en.wikipedia.org/wiki/London","London",,"Greater London","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/04jpl","http://mpii.de/yago/resource/London","http://sws.geonames.org/2643743/","http://linkedgeodata.org/triplify/node/107775#id",,,,,"51.5161548, -0.1560138",,
"Portneuf, , Quebec, Canada","Portneuf, QC, Canada",,"http://dbpedia.org/resource/Portneuf,_Quebec","http://en.wikipedia.org/wiki/Portneuf,_Quebec","Portneuf",,"Portneuf Regional County Municipality","Quebec",,"Canada",,,,,,"http://rdf.freebase.com/ns/m/063znt8",,,,,,,,"46.698625, -71.890944",,
"Port Of Spain,,,,","Port of Spain, Trinidad and Tobago",,"http://dbpedia.org/resource/Port_of_Spain","http://en.wikipedia.org/wiki/Port_of_Spain","Port of Spain",,,"Port of Spain",,"Trinidad and Tobago",,,,,,"http://rdf.freebase.com/ns/m/0fs29","http://mpii.de/yago/resource/Port_of_Spain","http://sws.geonames.org/3573890/","http://linkedgeodata.org/triplify/node/246514092#id",,,,,"10.6666667, -61.5166667",,
"Port Of Spain, Trinidad,,,,","Port of Spain, Trinidad and Tobago",,"http://dbpedia.org/resource/Port_of_Spain","http://en.wikipedia.org/wiki/Port_of_Spain","Port of Spain",,,"Port of Spain",,"Trinidad and Tobago",,,,,,"http://rdf.freebase.com/ns/m/0fs29","http://mpii.de/yago/resource/Port_of_Spain","http://sws.geonames.org/3573890/","http://linkedgeodata.org/triplify/node/246514092#id",,,,,"10.6666667, -61.5166667",,
"Port of Spain, Trinidad & Tobago","Port of Spain, Trinidad and Tobago",,"http://dbpedia.org/resource/Port_of_Spain","http://en.wikipedia.org/wiki/Port_of_Spain","Port of Spain",,,"Port of Spain",,"Trinidad and Tobago",,,,,,"http://rdf.freebase.com/ns/m/0fs29","http://mpii.de/yago/resource/Port_of_Spain","http://sws.geonames.org/3573890/","http://linkedgeodata.org/triplify/node/246514092#id",,,,,"10.6666667, -61.5166667",,
"Port O Spain Trinidad,,,,","Port-of-Spain, Trinidad and Tobago",,,,"Port-of-Spain",,,"San Juan-Laventille",,"Trinidad and Tobago",,,,,,,,,,,,,,"10.6595669, -61.478912",,
"Port Royal, Acadia, Nova Scotia, Canada","Nova Scotia, Canada",,,,,,,"Nova Scotia",,"Canada",,,,,,,,,,,,,,"44.6819866, -63.744311",,
"Portsea St Mary","Portsea, St Mary, Portsmouth PO1, UK",,"http://dbpedia.org/resource/Portsmouth","http://en.wikipedia.org/wiki/Portsmouth","Portsmouth",,"Portsmouth",,,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/0619_","http://mpii.de/yago/resource/Portsmouth","http://sws.geonames.org/3333183/","http://linkedgeodata.org/triplify/node/17721995#id",,,,,"50.803534, -1.076617",,
"Portsmouth,England","Portsmouth, UK",,"http://dbpedia.org/resource/Portsmouth","http://en.wikipedia.org/wiki/Portsmouth","Portsmouth",,"Portsmouth","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/0619_","http://mpii.de/yago/resource/Portsmouth","http://sws.geonames.org/3333183/","http://linkedgeodata.org/triplify/node/17721995#id",,,,,"50.8166667, -1.0833333",,
"Portsmouth, Newport County, Rhode Island","Portsmouth, RI, USA",,"http://dbpedia.org/resource/Portsmouth,_Rhode_Island","http://en.wikipedia.org/wiki/Portsmouth,_Rhode_Island","Portsmouth",,"Newport","Rhode Island",,"United States",,,,,,"http://rdf.freebase.com/ns/m/020vmnx","http://mpii.de/yago/resource/Portsmouth,_Rhode_Island",,,,,,,"41.6023245, -71.2503257",,
"Portsmouth, OH","Portsmouth, OH, USA",,"http://dbpedia.org/resource/Portsmouth,_Ohio","http://en.wikipedia.org/wiki/Portsmouth,_Ohio","Portsmouth",,"Scioto","Ohio",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0z1l8","http://mpii.de/yago/resource/Portsmouth,_Ohio",,,,,,,"38.7317431, -82.9976742",,
"Portsmouth, Rockingham, New Hampshire, United States","Portsmouth, NH, USA",,"http://dbpedia.org/resource/Portsmouth,_New_Hampshire","http://en.wikipedia.org/wiki/Portsmouth,_New_Hampshire","Portsmouth",,"Rockingham","New Hampshire",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0nbzp","http://mpii.de/yago/resource/Portsmouth,_New_Hampshire",,,,,,,"43.0717552, -70.7625532",,
"Portsmouth, Scioto, Ohio, United States","Portsmouth, OH, USA",,"http://dbpedia.org/resource/Portsmouth,_Ohio","http://en.wikipedia.org/wiki/Portsmouth,_Ohio","Portsmouth",,"Scioto","Ohio",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0z1l8","http://mpii.de/yago/resource/Portsmouth,_Ohio",,,,,,,"38.7317431, -82.9976742",,
"Portsmouth, Scioto, Ohio, USA","Portsmouth, OH, USA",,"http://dbpedia.org/resource/Portsmouth,_Ohio","http://en.wikipedia.org/wiki/Portsmouth,_Ohio","Portsmouth",,"Scioto","Ohio",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0z1l8","http://mpii.de/yago/resource/Portsmouth,_Ohio",,,,,,,"38.7317431, -82.9976742",,
"Portsmouth, VA","Portsmouth, VA, USA",,"http://dbpedia.org/resource/Portsmouth,_Virginia","http://en.wikipedia.org/wiki/Portsmouth,_Virginia","Portsmouth",,,"Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0mn8t","http://mpii.de/yago/resource/Portsmouth,_Virginia",,,,,,,"36.8354258, -76.2982742",,
"Port Talbot","Port Talbot, Neath Port Talbot, UK",,"http://dbpedia.org/resource/Port_Talbot","http://en.wikipedia.org/wiki/Port_Talbot","Port Talbot",,"Neath Port Talbot","Wales",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/0dtx7","http://mpii.de/yago/resource/Port_Talbot",,"http://linkedgeodata.org/triplify/node/27199792#id",,,,,"51.5946799, -3.784097",,
"Port Tobacco, Charles Co, MD","Port Tobacco Village, MD, USA",,"http://dbpedia.org/resource/Port_Tobacco_Village,_Maryland","http://en.wikipedia.org/wiki/Port_Tobacco_Village,_Maryland","Port Tobacco Village",,"Charles","Maryland",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0tvch","http://mpii.de/yago/resource/Port_Tobacco_Village,_Maryland",,,,,,,"38.5113836, -77.018833",,
",,Portugal","Portugal",,,,,,,,,"Portugal",,,,,,,,,,,,,,"39.399872, -8.224454",,
"Posey Co., Indiana","Posey, IN, USA",,,,,,"Posey","Indiana",,"United States",,,,,,,,,,,,,,"38.0020359, -87.8942451",,
"Posey, Indiana, United States","Posey, IN, USA",,,,,,"Posey","Indiana",,"United States",,,,,,,,,,,,,,"38.0020359, -87.8942451",,
"Possenhofen","Possenhofen, 82343 Pöcking, Germany",,,,"Pöcking",,"Upper Bavaria","Bayern",,"Germany",,,,,,,,,,,,,,"47.9589, 11.3128",,
"Possibly Fredrick Co., Va","Virginia, USA",,,,,,,"Virginia",,"United States",,,,,,,,,,,,,,"37.4315734, -78.6568942",,
"Possibly in Tenn.","All Things Possible, 4265 Tarwater Rd, Greenback, TN 37742, USA",,"http://dbpedia.org/resource/Greenback,_Tennessee","http://en.wikipedia.org/wiki/Greenback,_Tennessee","Greenback",,"Loudon","Tennessee",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0_vt6","http://mpii.de/yago/resource/Greenback,_Tennessee",,,,,,,"35.6604839, -84.137169",,
"Possibly Wilcox Co., Al",,,,,,,,,,,,,,,,,,,,,,,,,,"ZERO_RESULTS"
"Pos Trinidad,,,,","Piarco International Airport (Old) (POS), Trinidad and Tobago",,,,,,,"Tunapuna-Piarco",,"Trinidad and Tobago",,,,,,,,,,,,,,"10.595278, -61.337222",,
